06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
12/04-18:30:58.193655  [**] [1:2015929:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.54.10:1040 -> 50.22.147.120:80
12/04-18:31:01.184278  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 50.22.147.120:80 -> 192.168.54.10:1039
12/04-18:31:05.310596  [**] [1:2014519:4] ET INFO EXE - Served Inline HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 50.22.147.120:80 -> 192.168.54.10:1039
05/27-17:08:07.805632  [**] [1:2011507:6] ET WEB_CLIENT PDF With Embedded File [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 178.162.170.182:80 -> 192.168.83.10:1037
05/27-17:08:22.188519  [**] [1:2014749:2] ET CURRENT_EVENTS Redkit Java Exploit request to /24842.jar [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.83.10:1042 -> 178.162.170.182:80
12/23-15:17:23.396662  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.231.134.194:80 -> 192.168.76.10:1140
10/09-16:49:40.787582  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.22.10:1060 -> 95.163.66.209:80
10/29-00:52:25.501720  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 178.33.214.162:80 -> 192.168.51.10:1032
12/05-15:42:05.865465  [**] [1:2017694:4] ET CURRENT_EVENTS Possible Magnitude IE EK Payload Nov 8 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.12.10:1040 -> 199.204.72.173:80
10/14-15:16:55.486350  [**] [1:2014264:5] ET POLICY IP Geo Location Request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.76.10:1047 -> 208.91.207.10:80
04/03-19:53:49.693332  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.65.10:1057 -> 239.255.255.250:1900
05/24-23:49:24.512191  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.83.10:1076 -> 83.133.123.20:53
10/08-01:34:23.984002  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 193.105.135.219:22292 -> 192.168.106.10:1065
10/13-19:04:33.362182  [**] [1:2014301:7] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - readme.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 188.165.95.15:80 -> 192.168.56.10:1041
04/02-13:46:29.648423  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.83.10:1086 -> 79.142.66.240:80
12/08-14:26:05.173313  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.52.10:1085 -> 50.63.98.1:80
08/13-19:16:03.210319  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 91.212.226.132:80 -> 192.168.19.10:1123
10/31-14:33:24.457957  [**] [1:2016581:2] ET CURRENT_EVENTS SUSPICIOUS Java Request to ChangeIP Dynamic DNS Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.84.10:1046 -> 178.32.232.225:80
07/11-12:47:33.858547  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.10.10:1038 -> 239.255.255.250:1900
07/17-11:41:16.470113  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.27.10:1038 -> 89.161.246.23:80
01/10-02:22:56.917696  [**] [1:2016985:1] ET INFO Executable Served From /tmp/ Directory - Malware Hosting Behaviour [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.27.10:1042 -> 91.149.157.152:80
06/01-20:20:35.802903  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.18.10:1040 -> 188.72.248.168:80
10/04-06:05:29.895474  [**] [1:2013911:9] ET TROJAN P2P Zeus or ZeroAccess Request To CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.104.10:1089 -> 2.93.234.180:21810
04/13-14:50:05.609093  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.127.10:1036 -> 239.255.255.250:1900
04/13-14:50:39.167154  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.127.10:1045 -> 94.242.250.64:53
06/24-17:47:42.625884  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 64.187.226.179:80 -> 192.168.51.10:1049
08/07-12:16:25.506274  [**] [1:384:5] ICMP PING [**] [Classification: Misc activity] [Priority: 3] {ICMP} 192.168.118.10 -> 92.38.233.191
12/19-15:08:57.653955  [**] [1:2014235:7] ET CURRENT_EVENTS DRIVEBY Blackhole - Payload Download - info.exe [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 184.82.222.127:80 -> 192.168.113.10:1074
07/18-04:33:06.058282  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.105.10:1042 -> 239.255.255.250:1900
09/24-17:41:29.606248  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 46.16.233.108:80 -> 192.168.55.10:1071
12/26-14:31:17.077213  [**] [1:2018234:1] ET INFO JAR Sent Claiming To Be Text Content - Likely Exploit Kit [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 91.201.215.173:80 -> 192.168.54.10:1063
09/05-15:38:44.468559  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.100.10:1060 -> 66.85.130.234:53
03/10-00:24:23.974722  [**] [1:2014519:4] ET INFO EXE - Served Inline HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 78.46.121.153:80 -> 192.168.45.10:1046
08/28-23:24:18.931029  [**] [1:2014545:2] ET CURRENT_EVENTS TDS Sutra - page redirecting to a SutraTDS [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 31.207.2.154:80 -> 192.168.75.10:1065
02/20-16:05:25.719498  [**] [1:2014775:1] ET CURRENT_EVENTS Blackhole PDF Payload Request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.71.10:1085 -> 91.232.199.26:80
02/01-21:03:35.956692  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
02/11-18:11:44.837263  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 67.18.156.154:53 -> 192.168.9.10:1162
07/13-02:38:46.695012  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 98.131.38.197:80 -> 192.168.41.10:1037
08/04-07:58:40.614751  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 69.90.67.189:80 -> 192.168.17.10:1038
12/04-14:09:37.567796  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1065 -> 88.214.225.71:80
12/04-14:09:51.662179  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1075 -> 88.214.225.71:80
12/04-14:09:51.878202  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1075 -> 88.214.225.71:80
12/04-14:09:52.003578  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1075 -> 88.214.225.71:80
12/04-14:09:53.161684  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1075 -> 88.214.225.71:80
12/04-14:09:55.176340  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1078 -> 88.214.225.71:80
12/04-14:10:00.069363  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1080 -> 88.214.225.71:80
12/04-14:10:00.545690  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1080 -> 88.214.225.71:80
12/04-14:10:08.826899  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1084 -> 88.214.225.71:80
12/04-14:10:11.988787  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1085 -> 88.214.225.71:80
12/04-14:10:16.739667  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1087 -> 88.214.225.71:80
12/04-14:10:21.542446  [**] [1:2012694:4] ET POLICY request to .xxx TLD [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.104.10:1090 -> 88.214.225.71:80
03/01-23:43:05.160626  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 23.1.239.55:80 -> 192.168.89.10:1069
03/01-23:43:06.692427  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.89.10:1080 -> 85.17.77.150:80
06/30-18:36:57.388458  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 68.175.35.238 -> 192.168.6.10
01/11-16:36:15.415060  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.40.10:1036 -> 239.255.255.250:1900
06/27-11:03:25.174454  [**] [1:2014562:4] ET TROJAN Pony Downloader HTTP Library MSIE 5 Win98 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.25.10:1071 -> 168.144.87.72:8080
10/10-08:23:03.235857  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.89.10:1158 -> 66.85.130.234:53
09/22-01:38:46.190813  [**] [1:2015780:3] ET TROJAN Zbot UA [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.24.10:1283 -> 91.242.217.37:80
07/11-10:39:54.458152  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.30.10:1045 -> 37.59.198.62:80
07/29-14:06:07.471160  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.12.10:1034 -> 239.255.255.250:1900
05/02-11:02:12.427490  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.53.10:1064 -> 94.75.213.211:80
05/17-00:46:40.231930  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.157.186:80 -> 192.168.77.10:1053
05/17-00:46:58.544578  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.77.10:1079 -> 83.133.123.20:53
10/28-06:39:30.984745  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.1.10:1034 -> 239.255.255.250:1900
12/02-16:56:15.752779  [**] [1:2017020:10] ET CURRENT_EVENTS Dotka Chef EK exploit/payload URI request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.25.10:1070 -> 91.218.230.191:80
09/11-11:31:17.197871  [**] [1:2015858:2] ET CURRENT_EVENTS Sakura/RedKit obfuscated URL [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 70.85.248.82:80 -> 192.168.103.10:1034
09/11-11:31:28.781158  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 70.85.248.82:80 -> 192.168.103.10:1045
09/11-11:31:40.794684  [**] [1:2015723:2] ET TROJAN ZeroAccess Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.103.10:1062 -> 213.108.252.185:80
02/27-23:05:27.851236  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.85.10:1056 -> 239.255.255.250:1900
02/27-23:05:41.379196  [**] [1:2017849:1] ET CURRENT_EVENTS Possible CVE-2013-2551 As seen in SPL2 EK [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 216.155.145.107:80 -> 192.168.85.10:1115
08/20-07:07:29.211131  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.35.10:1050 -> 91.195.254.70:53
04/06-13:35:20.851466  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 67.196.49.183:80 -> 192.168.83.10:1081
08/03-20:34:05.894219  [**] [1:2013037:4] ET POLICY Java EXE Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 67.228.239.230:80 -> 192.168.116.10:1037
02/03-13:21:58.691185  [**] [1:2014218:4] ET TROJAN Zeus POST Request to CnC sk1 and bn1 post parameters [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.1.10:1043 -> 217.24.246.7:80
07/18-16:16:57.626955  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 178.218.214.35:80 -> 192.168.47.10:1089
07/18-16:17:31.377715  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 46.28.68.85:80 -> 192.168.47.10:1137
06/11-23:31:20.885576  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.19.10:1052 -> 37.157.255.158:80
06/11-23:31:22.915318  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.158:80 -> 192.168.19.10:1052
05/05-02:30:49.657284  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.132.223:80 -> 192.168.89.10:1050
10/08-03:53:26.064798  [**] [1:2013685:1] ET TROJAN ZeroAccess/Max++ Rootkit C&C Activity 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.69.10:1198 -> 193.105.154.210:80
10/18-12:26:19.305564  [**] [1:2015836:6] ET CURRENT_EVENTS Blackhole 2.0 Binary Get Request [**] [Classification: Successful User Privilege Gain] [Priority: 1] {TCP} 192.168.98.10:1042 -> 94.102.49.205:80
05/26-17:02:14.911828  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.115.10:1055 -> 239.255.255.250:1900
09/20-17:01:01.901753  [**] [1:2017473:5] ET CURRENT_EVENTS Possible CoolEK Variant Payload Download Sep 16 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.108.10:1050 -> 178.170.147.6:80
07/08-00:27:58.828923  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.110.10:1039 -> 95.168.187.211:80
05/25-07:14:19.235300  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 188.72.248.219:80 -> 192.168.125.10:1038
06/09-17:12:43.837099  [**] [1:2012810:8] ET POLICY HTTP Request to a *.tk domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.39.10:1037 -> 37.157.255.148:80
06/09-17:12:46.878737  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.148:80 -> 192.168.39.10:1038
05/16-06:00:08.926196  [**] [1:2016919:7] ET CURRENT_EVENTS Malicious Redirect URL [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.59.10:1115 -> 66.85.139.138:80
05/27-14:02:00.676155  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
05/19-15:52:31.628305  [**] [1:2014520:2] ET INFO EXE - Served Attached HTTP [**] [Classification: Misc activity] [Priority: 3] {TCP} 192.162.136.49:80 -> 192.168.52.10:1045
01/26-13:19:03.816073  [**] [1:2017473:5] ET CURRENT_EVENTS Possible CoolEK Variant Payload Download Sep 16 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.97.10:1046 -> 203.170.193.102:80
05/05-10:59:43.094439  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.46.10:1065 -> 94.75.213.213:80
02/22-15:58:48.412185  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.63.10:1117 -> 62.76.187.235:80
10/28-18:15:20.648478  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.66.98.118:80 -> 192.168.56.10:1155
10/28-18:15:45.801179  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.217.252.37:80 -> 192.168.56.10:1215
08/14-03:51:23.663274  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 184.85.231.196:80 -> 192.168.29.10:1075
07/11-19:32:23.212941  [**] [1:2014543:1] ET CURRENT_EVENTS TDS Sutra - request in.cgi [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.45.10:1035 -> 95.211.26.183:80
12/01-14:32:17.728584  [**] [1:2015929:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (2) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.31.10:1089 -> 188.94.254.100:80
06/10-21:18:08.267923  [**] [1:2014921:1] ET CURRENT_EVENTS Blackhole Landing Try Prototype Catch Jun 18 2012 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 204.12.102.65:80 -> 192.168.91.10:1030
